1,Open browser and navigate to LIVE,Passed
2,Open browser and navigate to LIVE,Passed
3,Type AutomationGuy1 on username,Passed
4,Type taskstream1 on password,Passed
5,,Passed
6,,Passed
7,Click Login button,Passed
1,Open browser and navigate to LIVE,Passed
2,Open browser and navigate to LIVE,Passed
3,Type AutomationGuy1 on username,Passed
4,Type taskstream1 on password,Passed
5,,Passed
6,,Passed
7,Click Login button,Passed
