1,,Passed
2,Open browser and navigate to LIVE,Passed
3,Open browser and navigate to LIVE,Passed
4,Type AutomationGuy1 on username,Passed
5,Type taskstream1 on password,Passed
6,Click Login button,Passed
1,,Failed,=HYPERLINK("C:\Subversion\QA\TS_CustomTestControllerV1.4\TS_CustomTestController\TestResults\ErrorDetails__08082012_1814.html")
